Sr No,Date,StartUp,Vertical,Subvertical,Location,Investors,Round,Amount
666,2017-08-23,bombay shaving company,eCommerce,Men Grooming product etailer,New Delhi,fireside,Private Equity,19.681099999999997
667,2017-08-23,awign,Technology,Operations and manpower outsourcing,Bangalore,iit ropar imanpreet singh arora sidharth rozario saurabh abichandani shikhar gupta,Seed Funding,0.0
668,2017-08-23,indiez,Technology,Software & Mobile app development platform,Bangalore,haresh chawla,Seed Funding,4.2785
669,2017-08-24,ezetap,Technology,mPOS solutions provider,Bangalore,js capital management social capital horizons,Private Equity,136.912
670,2017-08-25,ink monk,Consumer Internet,Online printing marketplace,Chennai,vamm raksul dena,Seed Funding,6.417749999999999
671,2017-08-25,medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,pbs srinivas vinod martin,Seed Funding,1.069625
672,2017-08-28,mobikon,Technology,Restaurant & Hotel CRM platform,Pune,sistema asia fund c31 qualgro,Private Equity,59.899
674,2017-08-29,doxper,Technology,Healthtech IoT platform,Mumbai,idal health growx capier investments globevestor others,Seed Funding,6.417749999999999
675,2017-08-29,fieldassist,Technology,SAAS based sales force automation services,Gurgaon,small industries development bank of india sidbi,Debt Funding,0.0
676,2017-08-30,treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,ward ferry management and karst peak capital,Private Equity,290.938
677,2017-08-30,medgenome,Technology,Genomics Research and Diagnostics Solutions,Bangalore,sequoia india sofina sa zodius capital kris gopalakrishnan lakshmi narayanan,Private Equity,256.71
678,2017-01-07,billion loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,reliance corporate advisory services ltd,Seed Funding,8.557
679,2017-03-07,ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,infuse jll,Private Equity,22.248199999999997
680,2017-04-07,droom,eCommerce,Online marketplace for automobiles,Gurgaon,asset management asia ltd digital garage,Private Equity,171.14
681,2017-05-07,jumbotail,eCommerce,online marketplace for food and grocery,Bangalore,kalaari capital nexus india capital advisors,Private Equity,72.7345
682,2017-05-07,moglix,eCommerce,B2B marketplace for Industrial products,Noida,international finance corporation rocketship accel partners jungle shailesh rao venture highway,Private Equity,102.68399999999998
683,2017-05-07,timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,bccl,Private Equity,8.557
684,2017-06-07,minjar,Technology,Cloud Solutions provider,Bangalore,blume contrarian capital india partners emergent india pallav nadhani ashish gupta sharad sharma sirion,Seed Funding,0.0
685,2017-06-07,mycity4kids,Consumer Internet,parenting blog and kids\\xe2\\x80\\x99 events discovery platform,Gurgaon,disclosed,Seed Funding,0.0
686,2017-07-07,clip app,Consumer Internet,Digital Media Video platform,Bangalore,india quotient shunwei capital,Seed Funding,8.557
687,2017-07-07,upwardly,Consumer Internet,MF investment platform,Bangalore,sreeram iyer suvo sarkar anita gupta likemind,Seed Funding,0.0
688,2017-10-07,autorox,Technology,Workshop Management Software Platform,Hyderabad,mitsui co,Private Equity,25.670999999999996
689,2017-11-07,fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,dunamis pte ltd,Private Equity,19.253249999999998
690,2017-11-07,flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,venture catalysts sourav ganguly ankit aditya moksh sports,Seed Funding,3.970448
691,2017-11-07,design cafe,Consumer Internet,Online Interior Design platform,Bangalore,fireside apurva salarpuria sidharth pansari sprout capital,Seed Funding,0.0
692,2017-12-07,innoviti,Technology,Digital payments solutions,Bangalore,sbifmo fund bessemer venture partners catamaran,Private Equity,158.3045
693,2017-12-07,vdeliver,Logistics,Door Step Delivery platform,Hyderabad,corvus mape advisory group,Private Equity,0.0
694,2017-12-07,bottrme,Technology,Chatbot creation tool,Bangalore,500 startups purvi capital rajan anandan abhishek gupta,Seed Funding,0.0
695,2017-12-07,arcatron,Technology,Next Gen Mobility device manufacturer,Pune,indian angel network,Seed Funding,0.0
696,2017-07-14,qwikspec,Technology,Construction site operations and analytics platform,Bangalore,brigade innovations tv mohandas pai suhail rahman bobby reddy m george oommen,Seed Funding,4.62078
697,2017-07-14,chumbak,eCommerce,Designer consumer products Marketplace,Bangalore,blacksoil capital,Private Equity,14.5469
698,2017-07-17,increff,Technology,Sales Solutions for Fashion Brands,Bangalore,sequoia capital grey orange rajesh ramaiah anshuman das rishi das,Seed Funding,17.114
699,2017-07-17,vayana,Technology,Enterprise Banking Solutions,Pune,idg india advisors jungle,Private Equity,34.228
700,2017-07-18,mobiquest,Technology,Mobile Services & Solutions,Noida,one97 communication ltd,Private Equity,0.0
701,2017-07-18,ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,uber amaya capital,Seed Funding,0.0
702,2017-07-18,ideal insurance,Consumer Internet,Online Insurance platform,Kolkata,xelpmoc,Seed Funding,0.0
703,2017-07-18,hypernova interactive,Technology,Mobile games creator,Bangalore,kae capital,Seed Funding,0.0
704,2017-07-19,rentomojo,Consumer Internet,Consumer Leasing Platform,Bangalore,ain capital renaud laplanche,Private Equity,85.57
705,2017-07-19,aircto,Consumer Internet,AI powered recruitment platform,Bangalore,francesco cara,Seed Funding,0.0
706,2017-07-19,playablo,Technology,Gamified Learning App,Bangalore,abishowatech india ltd,Seed Funding,5.134199999999999
707,2017-07-20,trupay,Technology,Online payments platform,Gurgaon,kae capital ms partners,Seed Funding,5.9899
708,2017-07-21,brick2wall,eCommerce,Online Marketplace for Construction Material,Gurgaon,subramani somasundaram sundeep sahni mayank mittal others,Seed Funding,1.7114
709,2017-07-21,fablestreet,eCommerce,Women Work wear etailer,New Delhi,harmeet bajaj pameela p fusiontech others,Seed Funding,0.0
710,2017-07-21,monsoon fintech,Technology,Machine Learning Access platform,New Delhi,sunil kalra aditya singh rishi srivastava rajan anandan,Seed Funding,0.0
711,2017-07-21,monkeybox,Consumer Internet,Healthy Food Delivery Platform,Bangalore,blume nb nspira,Seed Funding,0.0
712,2017-07-25,noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bangalore,stellaris venture partners,Private Equity,10.268399999999998
715,2017-07-26,fab hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,goldman sachs,Private Equity,213.92499999999998
716,2017-07-26,thinkerbell,Consumer Internet,Assisted Learning Startup,Bangalore,indian angel network anand mahindra,Seed Funding,1.7114
717,2017-07-27,1mg,eCommerce,Online Pharmacy,Gurgaon,hbm healthcare investments maverick capital sequoia india omidyar network and kae capital,Private Equity,128.355
718,2017-07-28,jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,amen dhyllon,Seed Funding,0.0
719,2017-07-28,bigstylist,Consumer Internet,Beauty Services Marketplace,Mumbai,info edge india ltd,Private Equity,10.69625
720,2017-07-28,gympik,Consumer Internet,online marketplace for discovering fitness centres,Bangalore,roundglass partners,Seed Funding,0.0
721,2017-01-06,tripeur,Technology,Mobile based travel ERP platform,Bangalore,grace grace techno rajul garg other undisclosed investors,Seed Funding,0.0
722,2017-02-06,rentongo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,tvs motor company,Seed Funding,2.002338
723,2017-05-06,goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,emerging india,Private Equity,427.84999999999997
724,2017-05-06,maxmywealth,Consumer Internet,Online Wealth Management & Savings platform,Mumbai,lockchain ecosystem global advisors horseferry,Private Equity,0.0
725,2017-06-06,spinny,eCommerce,Online Used Car marketplace,Gurgaon,blume indian angel network kunal shah sandeep tandon,Private Equity,8.557
726,2017-06-06,healthbuds,Consumer Internet,Healthcare Discovery & booking platform,Kolkata,arun patodia bharat kedia,Seed Funding,0.0
727,2017-06-06,ftcash,Consumer Internet,Mobile Payments platform,Mumbai,500 startups ivycap,Private Equity,0.0
728,2017-06-06,bhive workspace,Consumer Internet,co-working spaces,Bangalore,blume,Private Equity,10.268399999999998
729,2017-06-06,wayforward,Consumer Internet,Mobile app for Mental Health,New Delhi,harsh mahajan farhan naqvi sreepathy viswanathan,Seed Funding,8.557
730,2017-06-06,gyandhan,Consumer Internet,Education Marketplace,New Delhi,sundaram finance holdings,Private Equity,0.0
731,2017-06-06,hungry foal,Consumer Internet,For profit Social Venture,Gurgaon,sbi stand up india scheme,Private Equity,0.0
732,2017-07-06,ziploan,Consumer Internet,Online lending platform,New Delhi,waterbridge,Seed Funding,5.562049999999999
733,2017-07-06,growfitter,Consumer Internet,health and fitness discovery platform,Mumbai,sque capital,Seed Funding,5.134199999999999
734,2017-08-06,stratfit,Consumer Internet,Health coaching programs,Hyderabad,bodhtree consulting limited,Seed Funding,1.985224
735,2017-08-06,multiplier,Technology,CRM Software for Healthcare space,Hyderabad,norwest venture partners,Private Equity,12.835499999999998
736,2017-08-06,abi health,Technology,Unified Digital Health Platform,Bangalore,norwest venture partners,Private Equity,12.835499999999998
737,2017-08-06,stockal,Consumer Internet,App-based Investment advisory Services,Bangalore,mohan alexander r natarajan vikrant varshney amit sinha,Seed Funding,2.99495
738,2017-09-06,guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,pawan borle nirmal singh manish prasad vineet varma nick haulkoury abhai s rao,Seed Funding,2.5670999999999995
739,2017-09-06,esahai,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,dr ramesh ayyala satya muthyala,Seed Funding,2.13925
740,2017-12-06,loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bangalore,cao yibin huang wei madhusudan e,Seed Funding,0.0
741,2017-12-06,lendingkart,Consumer Internet,Online Lending platform,Ahmedabad,yes bank,Debt Funding,66.7446
742,2017-12-06,boxxai,Technology,Artificial Intelligence,Bangalore,unicorn india venky krishnakumar suresh shankar vivek bhargava,Private Equity,4.2785
743,2017-12-06,peesafe,Healthcare,Hygiene care product manufacturer,New Delhi,venture catalysts alfa capital green shots capital real time,Private Equity,8.557
744,2017-12-06,vista rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,artha india singularity holdings rajan anandan girish mathrubootham,Seed Funding,6.640231999999999
745,2017-12-06,coverfox,Consumer Internet,Online insurance brokerage platform,Mumbai,transamerica,Private Equity,128.355
746,2017-06-13,hypertrack,Technology,Location tracking solutions,New Delhi,nexus venture partners founders fund,Private Equity,0.0
747,2017-06-13,goodera,Technology,CSR and sustainability management platform,Bangalore,nexus venture partners omidyar network,Private Equity,47.06349999999999
748,2017-06-13,digit,Technology,Tech driven Insurance platform,Bangalore,fairfax holdings,Private Equity,0.0
749,2017-06-14,ola,Consumer Internet,Cab Aggregation App,Bangalore,tekne capital management llc,Private Equity,427.84999999999997
750,2017-06-14,vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,rb investments,Seed Funding,0.0
751,2017-06-14,mrneeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed Funding,4.2785
752,2017-06-15,moneytap,Consumer Internet,Money Lending platform,Bangalore,sequoia india nea prime venture partners,Private Equity,105.2511
753,2017-06-16,goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bangalore,nexus venture partners mekin maheshwari,Private Equity,8.557
754,2017-06-16,fincash,Consumer Internet,Personal Finance platform,Mumbai,mohammed khan sameer narayan others,Seed Funding,0.8557
755,2017-06-16,portdesk,Technology,Maritime Solutions,Noida,alphard maritime group,Seed Funding,17.114
756,2017-06-16,edgefx,eCommerce,DIY project Kits seller,Hyderabad,cross border angels experts rajasthan angel innovators network the chennai angels,Seed Funding,0.0
757,2017-06-16,eazydiner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,youwecan,Seed Funding,0.0
758,2017-06-16,healthintel,Healthcare,Online Pharmacy,New Delhi,blip initiatives,Seed Funding,0.0
759,2017-06-19,unbxd,Technology,Cloud-based product discovery platform,Bangalore,eight roads,Private Equity,106.96249999999999
760,2017-06-19,darwinbox,Technology,Enterprise human resources management platform,Hyderabad,lightspeed india partners endiya partners 3one4 capital advisors startupxseed,Private Equity,34.228
761,2017-06-20,forevershop,Consumer Internet,Mobile based ecommerce platform,Bangalore,91maker,Seed Funding,2.5670999999999995
762,2017-06-20,insider,Consumer Internet,Events Ticketing platform,Mumbai,paytm,Private Equity,44.496399999999994
763,2017-06-21,fynd,eCommerce,Fashion etailer,Mumbai,iifl seed kae capital fj singularity growx tracxn axis capital,Private Equity,20.536799999999996
764,2017-06-21,grow fit,Consumer Internet,Health-Tech platform,Bangalore,manipal education and medical group memg sar group the grover trust,Private Equity,38.506499999999996
765,2017-06-21,fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,ibhubs,Seed Funding,1.839755
766,2017-06-21,mswipe,Technology,Point-of-Sale services,Mumbai,ucrnt fund matrix partners alcon edge capital dsg consumer partners,Private Equity,265.267
767,2017-06-21,oneassist,Consumer Internet,Credit card fraud protection,Mumbai,sequoia capital,Private Equity,0.0
768,2017-06-22,julia computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,general catalyst founder collective,Private Equity,39.362199999999994
769,2017-06-22,kissht,Consumer Internet,Consumer Lending platform,Mumbai,endiya partners ventureast,Private Equity,17.114
770,2017-06-22,explore life traveling,Consumer Internet,Local homes booking platform,Bangalore,mekin maheshwari bharat vijay krish seshadri amar arsikere,Seed Funding,4.2785
771,2017-06-23,loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,kae capital india quotient ifmr and mas financial services ltd,Private Equity,34.228
772,2017-06-23,voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,undisclosed investors,Seed Funding,8.557
773,2017-06-26,hug innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,mohit srivastav kishore ganji venkat vallabhaneni rajeev menon,Private Equity,42.785
774,2017-06-26,flipkart,eCommerce,Online marketplace,Bangalore,naspers,Private Equity,607.5469999999999
775,2017-06-26,v resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,seedfund rb international,Private Equity,34.228
776,2017-06-27,stashfin,Consumer Internet,Personal Finance App,New Delhi,snow leopard alto partners,Private Equity,42.785
777,2017-06-27,formcept,Consumer Internet,Unified Data Analysis platform,Bangalore,gujarat venture finance ltd,Private Equity,0.0
778,2017-06-27,spares hub,eCommerce,Automobile parts marketplace,Pune,the chennai angels anthill scale esvee inc95 consulting,Seed Funding,2.661227
